Unnamed: 0,Unnamed: 1,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q105_6,Q105_7,Q105_8,Q105_9,Q105_10,Q105_11,Q105_12,Q105_13,Q105_14,Q105_15,Q105_16,Q105_17,Q105_18,Q105_19,Q105_20,Q105_21,Q105_22,Q105_23,Q105_24,Q105_25,Q105_26,Q105_27,Q105_28,Q105_29,Q105_30,Q105_31,Q105_32,Q105_33,Q105_34,MAx1,Max2,Max3,Scenario 1 ,Unnamed: 40,Scenario 2 ,Unnamed: 42,Scenario 3 ,Unnamed: 44,Scenario 4,Unnamed: 46,Scenario 5 ,Unnamed: 48
"LWDMI Choice_June 13, 2024_13.356",353,5,6,5,4,5,5,5,6,5,6,5,5,4,5,5,5,5,5,5,6,5,5,6,5,5,5,5,6,5,6,5,5,6,5,52.0,60.0,64.0,10.0,8.0,7.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.357",354,6,5,6,5,5,5,5,4,5,4,5,6,5,5,4,5,4,5,4,5,4,5,5,5,3,6,5,5,5,5,4,5,5,5,50.0,57.0,58.0,9.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.358",355,5,6,5,6,6,5,5,6,6,5,2,1,2,2,4,3,5,5,4,5,4,3,4,2,4,4,5,5,4,5,6,5,6,6,55.0,40.0,56.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.359",356,4,6,5,6,5,4,5,6,5,6,5,5,5,5,6,5,5,6,5,5,6,5,6,5,6,4,6,5,6,5,5,6,5,6,52.0,63.0,65.0,8.0,7.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,8.0
"LWDMI Choice_June 13, 2024_13.361",358,4,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,6,5,6,6,5,6,5,6,3,6,5,5,6,5,6,5,6,5,47.0,62.0,63.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,7.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.362",359,4,5,6,4,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,4,5,4,5,4,5,6,5,4,5,6,5,4,5,5,50.0,57.0,59.0,9.0,8.0,3.0,3.0,6.0,6.0,1.0,2.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.363",360,6,5,6,6,5,6,6,5,6,5,5,6,2,6,5,5,5,6,5,5,4,5,6,4,6,5,6,5,6,5,4,5,6,5,56.0,59.0,63.0,10.0,7.0,8.0,9.0,10.0,10.0,0.0,9.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.365",362,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,55.0,66.0,66.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,8.0
"LWDMI Choice_June 13, 2024_13.366",363,5,5,4,5,5,4,2,4,5,5,4,4,5,3,4,4,5,4,3,4,4,3,3,5,4,4,5,4,5,3,5,5,4,4,44.0,47.0,51.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0
"LWDMI Choice_June 13, 2024_13.367",364,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,4,6,47.0,57.0,58.0,7.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,7.0,5.0
"LWDMI Choice_June 13, 2024_13.368",365,3,4,5,6,5,4,3,4,5,6,5,4,5,6,5,4,5,6,5,4,5,3,5,4,6,4,6,4,5,4,6,4,6,4,45.0,57.0,58.0,9.0,0.0,10.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.369",366,5,4,5,5,6,4,5,5,4,5,6,4,5,3,5,5,6,4,5,4,6,6,4,5,6,4,5,5,4,5,5,4,5,5,48.0,59.0,57.0,9.0,10.0,6.0,5.0,9.0,9.0,10.0,7.0,7.0,10.0
"LWDMI Choice_June 13, 2024_13.371",368,4,6,5,4,5,4,6,5,3,5,4,5,5,3,4,3,3,5,6,5,4,2,4,3,3,4,2,4,5,2,3,6,4,5,47.0,49.0,45.0,10.0,10.0,10.0,0.0,5.0,0.0,10.0,0.0,0.0,10.0
"LWDMI Choice_June 13, 2024_13.372",369,6,6,6,6,6,4,5,6,5,5,5,5,3,5,6,5,4,2,5,4,1,1,6,6,6,6,6,6,6,5,6,6,5,6,55.0,46.0,70.0,10.0,10.0,10.0,4.0,0.0,0.0,9.0,2.0,5.0,9.0
"LWDMI Choice_June 13, 2024_13.373",370,5,4,4,5,4,5,3,4,5,4,5,4,5,4,4,5,3,4,4,3,5,4,5,4,4,5,4,4,4,4,4,3,4,5,43.0,50.0,50.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,9.0
"LWDMI Choice_June 13, 2024_13.374",371,4,5,5,5,4,4,3,4,4,5,4,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,43.0,55.0,56.0,7.0,4.0,6.0,4.0,6.0,2.0,7.0,7.0,6.0,7.0
"LWDMI Choice_June 13, 2024_13.375",372,6,5,4,5,6,5,4,5,6,5,6,5,4,6,5,4,6,5,4,6,5,4,5,6,4,6,5,6,5,4,5,6,5,6,51.0,60.0,63.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.378",375,6,6,6,6,6,5,5,6,5,5,5,6,6,5,4,5,6,4,5,4,6,5,5,5,6,5,5,6,5,6,5,6,5,5,56.0,61.0,64.0,8.0,8.0,2.0,9.0,1.0,2.0,9.0,8.0,1.0,9.0
"LWDMI Choice_June 13, 2024_13.379",376,4,5,6,5,3,5,4,5,6,5,4,4,2,3,4,5,4,5,4,3,4,4,5,4,5,6,5,5,4,2,3,5,4,5,48.0,46.0,53.0,9.0,7.0,9.0,8.0,9.0,6.0,9.0,8.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.380",377,4,4,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,44.0,48.0,48.0,10.0,0.0,10.0,10.0,0.0,4.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.381",378,4,4,5,5,5,5,5,5,5,5,3,2,2,2,2,3,2,2,2,2,2,2,3,1,1,1,1,3,1,1,3,4,4,3,48.0,26.0,26.0,9.0,10.0,9.0,9.0,1.0,0.0,6.0,2.0,4.0,7.0
"LWDMI Choice_June 13, 2024_13.383",380,6,5,4,6,4,3,4,6,4,3,4,4,5,4,4,5,4,3,5,6,4,5,4,4,5,4,4,6,3,4,5,3,4,5,45.0,53.0,51.0,10.0,10.0,9.0,10.0,0.0,9.0,10.0,9.0,0.0,10.0
"LWDMI Choice_June 13, 2024_13.384",381,4,5,4,5,5,4,3,5,4,5,4,5,6,5,4,3,4,5,4,5,5,4,4,5,5,5,6,5,4,5,4,5,5,4,44.0,54.0,57.0,10.0,1.0,1.0,9.0,8.0,10.0,7.0,4.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.385",382,6,3,5,4,5,5,6,4,2,5,4,6,2,5,6,4,4,5,4,1,5,3,6,4,5,5,4,6,4,5,6,2,5,4,45.0,49.0,56.0,3.0,9.0,8.0,8.0,8.0,3.0,9.0,2.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.387",384,6,6,6,6,5,6,2,4,5,6,5,1,2,1,5,4,2,2,2,5,5,1,1,6,5,6,6,5,5,4,2,6,2,2,52.0,35.0,50.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.388",385,4,5,4,5,4,4,6,4,4,4,2,5,4,3,5,4,2,4,5,4,3,3,3,4,4,4,4,4,3,3,4,5,4,4,44.0,44.0,46.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.389",386,4,6,4,3,5,2,6,4,2,6,4,5,3,4,5,5,4,4,6,5,3,2,2,4,5,5,6,6,5,6,5,5,6,4,42.0,50.0,59.0,8.0,9.0,10.0,1.0,1.0,9.0,9.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.390",387,2,5,5,4,5,5,6,2,2,6,4,5,5,5,6,5,5,4,4,5,5,2,3,4,4,4,6,6,2,2,3,5,5,1,42.0,55.0,45.0,9.0,5.0,9.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0
"LWDMI Choice_June 13, 2024_13.391",388,5,6,6,5,4,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,4,3,5,5,6,4,5,1,1,3,4,2,3,51.0,23.0,42.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.393",390,5,6,5,4,5,6,3,5,4,3,2,4,4,3,2,3,2,3,4,4,4,3,4,5,6,6,5,5,4,3,6,6,4,3,46.0,38.0,57.0,10.0,4.0,7.0,7.0,1.0,0.0,9.0,1.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.394",391,6,6,6,5,6,6,6,6,5,6,2,3,3,1,1,2,4,4,4,2,1,4,6,6,5,5,5,5,5,5,6,2,5,5,58.0,31.0,60.0,10.0,0.0,10.0,0.0,9.0,2.0,10.0,10.0,10.0,9.0
"LWDMI Choice_June 13, 2024_13.395",392,5,6,5,5,6,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,3,4,5,5,4,3,5,4,2,5,5,5,4,51.0,54.0,51.0,5.0,5.0,10.0,3.0,2.0,3.0,10.0,2.0,6.0,5.0
"LWDMI Choice_June 13, 2024_13.396",393,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,6,4,3,1,1,1,1,1,1,1,2,1,4,2,60.0,29.0,19.0,10.0,10.0,2.0,9.0,0.0,0.0,10.0,2.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.397",394,5,6,5,5,5,5,5,5,5,5,2,2,3,2,2,2,4,3,3,2,3,4,5,5,5,5,4,5,4,5,5,5,5,5,51.0,32.0,58.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,2.0
"LWDMI Choice_June 13, 2024_13.398",395,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,6,5,6,5,6,5,6,5,51.0,60.0,64.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.399",396,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,53.0,65.0,64.0,0.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.400",397,5,5,5,4,5,5,4,6,4,5,4,5,4,4,4,4,3,3,5,4,4,3,5,5,5,5,5,4,5,4,5,6,5,5,48.0,47.0,59.0,9.0,9.0,10.0,1.0,2.0,2.0,10.0,5.0,5.0,5.0
"LWDMI Choice_June 13, 2024_13.401",398,4,4,5,5,4,4,4,5,4,5,5,3,3,4,3,4,3,3,3,3,3,4,3,4,4,5,4,4,5,5,4,4,3,4,44.0,41.0,49.0,8.0,6.0,8.0,5.0,7.0,1.0,8.0,7.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.402",399,5,6,5,6,5,2,2,5,2,5,5,2,2,1,2,5,6,5,2,2,6,2,1,5,6,5,5,2,5,3,6,6,1,2,43.0,40.0,47.0,8.0,8.0,9.0,9.0,0.0,0.0,9.0,1.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.403",400,4,6,6,3,6,6,5,4,5,6,1,1,1,1,1,1,1,2,2,1,1,5,4,1,4,6,3,5,3,2,4,6,6,4,51.0,18.0,48.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0
"LWDMI Choice_June 13, 2024_13.404",401,5,6,5,5,6,6,5,5,6,6,5,5,6,6,5,6,6,5,6,5,6,6,5,6,6,5,6,5,6,5,6,5,6,5,55.0,67.0,66.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.405",402,5,6,6,5,6,6,5,6,6,6,1,2,3,1,1,1,2,3,2,2,4,5,2,3,4,5,4,4,3,3,5,5,4,4,57.0,27.0,46.0,9.0,9.0,5.0,4.0,2.0,1.0,9.0,8.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.406",403,5,6,5,4,5,6,5,6,3,4,4,5,6,6,2,4,5,4,5,6,5,2,4,5,5,5,5,5,6,5,5,6,5,5,49.0,54.0,61.0,8.0,8.0,3.0,7.0,1.0,1.0,9.0,2.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.407",404,5,6,6,6,5,6,1,6,6,5,1,1,1,1,1,1,1,1,1,1,6,6,1,5,6,6,6,6,5,5,6,6,1,1,52.0,22.0,54.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.408",405,5,5,5,5,5,5,5,5,4,5,2,4,2,3,2,3,3,4,3,4,4,4,5,5,3,4,4,3,3,2,4,3,3,3,49.0,38.0,42.0,7.0,6.0,7.0,2.0,6.0,2.0,10.0,1.0,7.0,3.0
"LWDMI Choice_June 13, 2024_13.409",406,5,6,5,5,5,6,6,6,4,5,1,3,3,4,3,2,2,2,2,2,2,5,4,4,3,4,2,3,2,1,4,2,2,4,53.0,31.0,35.0,10.0,5.0,8.0,7.0,10.0,10.0,8.0,0.0,3.0,1.0
"LWDMI Choice_June 13, 2024_13.410",407,5,6,5,5,6,5,5,6,4,4,4,6,6,5,4,5,5,5,6,5,4,1,5,5,4,4,5,5,5,6,6,5,5,5,51.0,56.0,60.0,8.0,8.0,3.0,2.0,1.0,1.0,9.0,1.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.411",408,4,6,5,5,5,5,6,5,5,6,6,5,6,5,5,5,6,5,6,6,5,6,5,6,6,5,6,5,5,6,5,5,6,6,52.0,66.0,66.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.412",409,5,6,6,6,5,6,6,5,4,6,1,2,2,2,2,1,2,2,4,2,2,5,3,2,3,2,1,2,1,1,4,3,2,4,55.0,27.0,28.0,7.0,9.0,9.0,9.0,6.0,6.0,10.0,3.0,6.0,0.0
"LWDMI Choice_June 13, 2024_13.413",410,5,5,5,4,6,4,4,5,3,4,3,5,2,3,3,2,4,3,4,3,3,3,5,3,4,4,5,5,4,5,5,5,4,4,45.0,38.0,53.0,10.0,5.0,10.0,7.0,1.0,1.0,9.0,0.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.414",411,3,4,4,5,4,5,4,6,2,5,2,5,2,3,2,3,2,4,3,3,2,2,3,5,4,5,3,5,3,2,3,6,5,5,42.0,33.0,49.0,7.0,4.0,7.0,4.0,2.0,2.0,8.0,8.0,9.0,3.0
"LWDMI Choice_June 13, 2024_13.415",412,4,4,4,5,4,5,5,6,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,5,5,5,5,4,5,5,5,5,47.0,24.0,50.0,7.0,5.0,5.0,5.0,3.0,3.0,5.0,0.0,5.0,5.0
"LWDMI Choice_June 13, 2024_13.416",413,5,6,5,4,5,5,5,6,4,5,2,4,3,2,3,2,3,2,3,3,4,3,3,4,3,3,3,4,3,1,4,3,3,4,50.0,34.0,38.0,10.0,8.0,9.0,5.0,1.0,0.0,10.0,4.0,7.0,6.0
"LWDMI Choice_June 13, 2024_13.417",414,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,50.0,45.0,60.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,9.0,0.0
"LWDMI Choice_June 13, 2024_13.418",415,4,5,6,4,6,2,3,5,2,5,6,6,5,2,4,6,4,6,1,5,6,2,1,3,5,6,5,6,4,5,6,6,6,6,42.0,53.0,59.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0
"LWDMI Choice_June 13, 2024_13.419",416,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,4,5,6,5,3,4,5,6,6,5,4,5,6,5,4,3,4,49.0,59.0,57.0,8.0,9.0,8.0,8.0,0.0,0.0,9.0,9.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.420",417,4,3,2,4,5,4,3,4,3,2,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,3,4,3,5,3,4,4,5,34.0,48.0,48.0,9.0,10.0,8.0,7.0,8.0,9.0,9.0,9.0,8.0,10.0
"LWDMI Choice_June 13, 2024_13.421",418,4,4,5,4,5,5,3,5,4,5,5,5,4,4,5,3,4,4,6,4,4,4,4,5,5,5,5,5,5,6,5,6,5,5,44.0,52.0,61.0,10.0,7.0,8.0,3.0,1.0,1.0,8.0,4.0,3.0,0.0
"LWDMI Choice_June 13, 2024_13.422",419,5,6,6,5,6,4,5,6,5,6,6,4,1,5,1,3,6,2,1,4,1,2,4,3,4,5,2,5,1,3,5,2,6,4,54.0,36.0,44.0,10.0,10.0,9.0,1.0,1.0,1.0,10.0,1.0,8.0,1.0
"LWDMI Choice_June 13, 2024_13.423",420,5,6,6,5,5,5,6,5,4,6,4,5,3,5,3,2,4,4,6,2,3,3,4,6,6,6,3,4,3,3,5,3,4,5,53.0,44.0,52.0,10.0,8.0,8.0,2.0,1.0,9.0,10.0,6.0,6.0,4.0
"LWDMI Choice_June 13, 2024_13.425",422,6,5,6,5,6,4,6,5,6,6,5,6,5,5,2,5,4,2,1,5,6,5,5,3,5,4,5,6,5,6,5,5,6,6,55.0,51.0,61.0,1.0,10.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.426",423,4,6,6,6,5,6,4,6,3,6,2,3,2,4,1,4,2,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,52.0,40.0,71.0,7.0,8.0,6.0,8.0,6.0,9.0,6.0,8.0,9.0,3.0
"LWDMI Choice_June 13, 2024_13.427",424,3,6,5,4,4,6,4,5,3,4,4,6,5,5,3,3,2,4,5,4,3,2,5,4,4,4,3,4,4,3,4,4,3,4,44.0,46.0,46.0,4.0,6.0,9.0,1.0,0.0,0.0,10.0,0.0,1.0,5.0
"LWDMI Choice_June 13, 2024_13.428",425,5,5,6,4,4,5,4,5,4,6,1,4,2,2,1,2,3,2,4,2,2,3,6,4,5,5,4,5,5,6,5,6,6,5,48.0,28.0,62.0,8.0,9.0,7.0,8.0,0.0,0.0,10.0,2.0,8.0,7.0
"LWDMI Choice_June 13, 2024_13.429",426,5,5,5,4,4,4,4,5,4,4,4,5,5,5,5,2,3,4,4,4,4,3,4,5,4,4,4,2,2,3,4,4,4,4,44.0,48.0,44.0,8.0,9.0,3.0,8.0,2.0,2.0,8.0,2.0,3.0,3.0
"LWDMI Choice_June 13, 2024_13.430",427,5,6,4,4,6,6,3,4,4,4,1,3,3,1,2,2,2,4,3,3,4,3,6,6,3,3,3,3,2,3,5,2,3,4,46.0,31.0,43.0,9.0,10.0,9.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.431",428,4,5,5,4,5,5,5,4,4,4,2,2,2,3,2,2,2,2,3,3,4,4,3,3,3,4,2,4,2,1,3,4,3,3,45.0,31.0,35.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,0.0,10.0,8.0
"LWDMI Choice_June 13, 2024_13.432",429,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,59.0,71.0,72.0,10.0,10.0,5.0,5.0,0.0,0.0,10.0,0.0,5.0,2.0
"LWDMI Choice_June 13, 2024_13.433",430,5,5,5,2,5,4,4,4,2,5,4,5,4,3,3,4,3,4,4,3,4,4,5,3,4,4,2,3,2,1,4,5,3,4,41.0,45.0,40.0,9.0,8.0,8.0,5.0,8.0,8.0,7.0,1.0,2.0,2.0
"LWDMI Choice_June 13, 2024_13.434",431,5,6,5,4,4,5,5,6,3,5,4,4,5,5,3,5,4,5,6,4,4,3,4,4,5,5,3,5,5,4,5,3,4,4,48.0,52.0,51.0,9.0,9.0,9.0,1.0,1.0,1.0,10.0,0.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.435",432,5,5,4,4,4,4,4,4,3,4,3,5,4,3,3,3,3,3,4,4,4,3,3,4,4,3,4,3,2,3,4,5,3,4,41.0,42.0,42.0,9.0,8.0,8.0,0.0,0.0,0.0,10.0,2.0,8.0,8.0
"LWDMI Choice_June 13, 2024_13.436",433,6,5,6,5,6,5,5,6,5,5,6,5,5,5,6,6,5,6,5,5,6,5,5,6,5,5,5,6,6,5,6,5,6,6,54.0,65.0,66.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.438",435,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,6,5,6,5,4,55.0,66.0,64.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
"LWDMI Choice_June 13, 2024_13.439",436,5,6,6,6,5,6,6,6,4,5,4,5,4,2,3,2,3,4,5,5,5,4,5,5,4,4,5,4,4,4,5,5,5,5,55.0,46.0,55.0,9.0,5.0,9.0,7.0,0.0,0.0,10.0,0.0,7.0,1.0
"LWDMI Choice_June 13, 2024_13.440",437,6,6,6,5,6,6,5,6,6,6,1,4,2,1,1,1,1,4,5,1,4,5,6,2,5,6,5,6,5,5,6,6,6,6,58.0,30.0,64.0,10.0,10.0,10.0,5.0,0.0,0.0,10.0,10.0,0.0,5.0
"LWDMI Choice_June 13, 2024_13.441",438,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,4,4,4,3,3,4,4,5,5,5,40.0,65.0,52.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.442",439,5,5,5,4,5,5,4,5,4,6,2,3,3,4,3,3,2,3,2,4,3,5,5,2,5,5,6,3,5,4,5,6,6,5,48.0,37.0,57.0,10.0,10.0,8.0,2.0,9.0,1.0,10.0,10.0,9.0,8.0
"LWDMI Choice_June 13, 2024_13.443",440,5,5,6,4,5,4,6,6,6,5,5,4,5,5,6,5,6,5,5,6,6,5,6,5,5,6,4,4,5,4,4,4,5,5,52.0,63.0,57.0,10.0,10.0,10.0,5.0,0.0,0.0,10.0,0.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.444",441,5,6,5,5,5,5,4,5,5,5,3,3,3,3,4,4,4,4,4,4,3,3,4,5,5,5,5,4,5,5,4,5,5,5,50.0,42.0,57.0,9.0,9.0,10.0,3.0,3.0,2.0,10.0,7.0,9.0,0.0
"LWDMI Choice_June 13, 2024_13.445",442,5,4,4,4,4,4,4,5,5,5,5,3,4,3,2,2,3,2,2,2,3,3,3,3,3,4,3,4,3,4,4,3,5,4,44.0,34.0,43.0,7.0,7.0,7.0,3.0,6.0,4.0,7.0,3.0,6.0,4.0
"LWDMI Choice_June 13, 2024_13.447",444,5,5,3,5,5,3,3,5,5,3,4,4,4,3,5,4,4,3,3,5,5,4,4,4,3,4,4,5,3,3,4,3,3,4,42.0,48.0,44.0,4.0,6.0,4.0,7.0,7.0,4.0,6.0,7.0,6.0,4.0
"LWDMI Choice_June 13, 2024_13.448",445,6,5,6,6,5,6,5,6,5,6,5,6,5,5,6,6,5,6,5,6,5,6,1,5,4,6,4,4,5,6,5,6,5,2,56.0,66.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.449",446,5,6,5,6,5,4,5,6,5,4,3,4,5,5,6,5,5,6,6,5,3,5,6,6,5,6,4,5,5,6,5,6,4,5,51.0,58.0,63.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.450",447,6,6,6,6,5,6,1,5,1,6,1,4,1,1,1,3,2,1,4,1,6,6,4,5,6,6,6,4,6,6,6,6,6,1,48.0,31.0,62.0,10.0,10.0,10.0,10.0,0.0,1.0,10.0,2.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.453",450,4,5,5,4,5,5,4,5,5,4,4,5,4,5,4,5,4,4,4,5,4,4,5,4,4,5,6,5,4,5,4,5,4,4,46.0,52.0,55.0,8.0,3.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.454",451,5,6,4,5,4,5,4,5,4,5,4,5,5,5,4,6,5,4,5,5,5,4,5,4,6,4,6,5,4,5,4,6,5,5,47.0,57.0,59.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0
"LWDMI Choice_June 13, 2024_13.455",452,6,6,6,6,6,6,6,6,4,6,1,1,5,1,1,1,1,1,1,1,5,6,4,4,1,1,1,1,1,1,1,1,1,1,58.0,25.0,18.0,5.0,7.0,8.0,5.0,5.0,3.0,9.0,1.0,4.0,3.0
"LWDMI Choice_June 13, 2024_13.456",453,6,6,6,6,6,6,5,6,5,6,1,4,2,1,1,1,2,2,1,1,1,5,6,4,6,5,5,5,4,5,5,5,6,5,58.0,22.0,61.0,9.0,9.0,8.0,1.0,9.0,9.0,9.0,2.0,9.0,10.0
"LWDMI Choice_June 13, 2024_13.457",454,4,5,6,5,4,5,4,6,4,5,5,6,4,5,4,6,4,5,6,5,4,3,4,4,5,6,4,5,6,5,6,5,4,4,48.0,57.0,58.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,8.0,9.0
"LWDMI Choice_June 13, 2024_13.458",455,5,5,4,4,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,46.0,57.0,53.0,7.0,8.0,8.0,7.0,2.0,8.0,2.0,2.0,7.0,8.0
"LWDMI Choice_June 13, 2024_13.459",456,2,5,6,4,3,4,3,2,5,4,6,4,5,3,5,6,5,6,4,4,5,3,2,6,2,6,2,5,4,4,2,5,4,5,38.0,56.0,47.0,10.0,10.0,8.0,0.0,1.0,0.0,6.0,10.0,10.0,10.0
"LWDMI Choice_June 13, 2024_13.460",457,1,2,3,4,4,5,5,5,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,41.0,61.0,62.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.461",458,4,5,4,5,5,4,5,4,6,4,5,3,4,5,4,6,4,4,5,6,4,5,4,5,3,4,4,5,4,5,6,4,4,6,46.0,55.0,54.0,6.0,6.0,7.0,9.0,7.0,6.0,7.0,6.0,7.0,7.0
"LWDMI Choice_June 13, 2024_13.462",459,5,6,4,4,5,6,5,6,5,5,4,5,2,5,2,2,3,3,4,5,5,2,5,5,5,5,6,5,5,5,5,6,5,4,51.0,42.0,61.0,7.0,7.0,8.0,6.0,0.0,1.0,10.0,1.0,3.0,0.0
